tweet_id,meaning,communicated_message,inaccurate_or_misleadning,criticism_politicians,criticism_pharmaceutical_companies,criticism_public_health_officials,criticism_anti-vaxxers,criticism_vaccine_mandates,criticism_vaccine_safety,criticism_conservative_media,criticism_mainstream_media,criticism_public_health_policy,criticism_democrats_or_liberals,criticism_government,criticism_vaccine_effectiveness,criticism_other,support_science,support_choice_freedom,support_natural_health,support_vaccines,support_small_business,support_alternative_remedies,support_relaxed_approach,support_more_information,support_public_health_interventions,support_global_response,support_religious_beliefs,support_other
1481847297361256455,"The tweet is informing readers that since enacting a vaccine mandate, zero vaccinated United Airlines employees were hospitalized. Prior to the mandate, one United employee was dying of COVID-19 each week.",Pro-vaccine,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,0,0,0,0,0,Vaccine mandates
1445790868368093188,The tweet is claiming that many people are being injured by the vaccine and are dying because of it. The tweeter is calling out the media for underreporting this exaggerated harm caused by vaccines. ,Anti-vaccine,1,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
1465669682292084739,"This tweet is advocating for the effectiveness of vaccines stating that in Seattle there is a high vaccination rate leading to decreased COVD cases, hospitalizations, and deaths. It highlights another tweet urging people to get vaccinated and wear masks. ",Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,
1471689435666391041,"This tweet seems to imply that vaccines are not effective, as dozens of vaccinated athletes recently tested positive for COVID-19.",Anti-vaccine,1,0,0,0,0,0,0,0,0,1,1,0,1,,0,1,0,0,0,0,1,0,0,0,0,
1471689435666391041,"This tweet seems to imply that vaccines are not effective, as dozens of vaccinated athletes recently tested positive for COVID-19.",Anti-vaccine,1,0,0,0,0,0,0,0,0,1,1,0,1,,0,1,0,0,0,0,1,0,0,0,0,
1466721896666390528,"This tweet is saying that the tweeter is against vaccines, citing a study they have linked which shows the rates of vaccine side effects.",Anti-vaccine,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,0,0,1,0,0,0,0,
1474693655730352128,"The context of this tweet is unclear but the tweeter is replying to Twitter user @WaitingForPerot, who uses their platform in part to call out anti-vax misinformation, saying he can only be pro vaccine for so long. ",Anti-vaccine,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,
1451321217240162304,This tweet is linking to an article saying that a 13-year-old boy died a few days after receiving their COVID vaccination. All the tweeter said was 'poor boy' and it's unclear if this is just commenting on the sad situation of a boy dying or if they are using this article to perpetuate anti-vax rhetoric but there is not enough information to speculate. ,Unsure about the vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
1451224398871019527,This tweet is part of a thread promoting masks. This tweet is saying that masks are effective and vaccines are useless and the tweeter states this has been 'officially confirmed' which is untrue and their source is unclear. ,Anti-vaccine,1,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,Masks
1437301878702891011,"This tweeter is saying the vaccines have failed and will continue to fail on an even larger scale, it is unclear exactly what that means. The tweet is saying that vaccines are unsafe for children and that enforcing yearly vaccination of children is a violation of freedom and that getting vaccinated every 6 months is not the solution to COVID. ",Anti-vaccine,1,0,0,0,0,1,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,
1474634074216038403,This tweet is telling people how to fight against Omicron and is instructing people to get vaccinated and to get a booster. The tweeter is also telling their followers the vaccine needs 14 days to become fully effective and to still get vaccinated even if you have previously had COVID. ,Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1465645260395229188,This tweet is pointing to a Forbes article where the headline was allegedly changed from saying that the vaccine changes your DNA to say that it doesn't. The tweeter is posting the original headline that a 'based anon' screenshotted meaning a 'woke' anonymous poster who can see through the so-called lies the government and mainstream media are perpetrating. ,Anti-vaccine,1,0,0,0,0,0,1,0,1,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,
1449647236728639491,This tweet is quoting the Dutch Minister of Foreign Affairs outlining the support that is required for individuals in Ethiopia who are currently in the Tigray War. The tweet says they need to vaccinate over 887 000 children for polio and 790 000 for measles as well as they need the gas to get these vaccines to them. ,Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,
1475014154150981632,This tweet links a Deacon Herald article saying that in India the gap between the 2nd vaccine dose and the 3rd booster or precautionary shot would be 9-12 months. ,Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1474478569384562698,This tweeter is identifying the confusion among anti-vaxxers that vaccination means the same as a cure when vaccines are an important measure to slow the spread and improve the severity of illness but are not a cure. ,Pro-vaccine,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1460177012795060226,"It seems this tweeter is trying to say that the group of people who are not getting vaccinated are a heterogeneous group and not all are 'anti-vax'. This tweet is directed at British member of parliament, Sajid Javid. The tweeter is advocating for 'pretesting' to try to limit negative reactions to the COVID vaccine as well as respecting individuals who are exempt from getting the vaccine. The tweeter goes on to say the same thing is happening in Austria but it is unclear what exactly they are referring to. ",Anti-vaccine,1,0,0,1,0,0,1,0,0,1,0,0,1,,0,1,0,0,0,0,0,1,0,0,0,
1460537674373033988,The tweet is agreeing with a linked opinion piece that criticizes vaccine mandates for collecting excess data on individuals. The tweet also says that the left should be opposed to vaccine mandates.,Anti-vaccine,1,0,0,0,0,1,0,0,0,0,1,0,0,,0,1,0,0,0,0,1,0,0,0,0,privacy
1476848835636912129,"The tweeter is replying to a deleted tweet, stating that he has received three doses of the Moderna vaccine.",Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1448066167860568067,The tweet is criticizing basketball player Kyrie Irvings stance to not get vaccinated because he does not believe in vaccine mandates. The tweet hopes a politician can help change his mind.,Pro-vaccine,0,0,0,0,1,0,0,0,0,0,0,0,0,Anti-mandate ideas,0,0,0,1,0,0,0,0,0,0,0,
1484022193436921859,The tweet is criticizing an Australian politician for pushing for vaccine mandates. The tweet also inaccurately claims that vaccine mandates cause less people to receive non-COVID vaccines. ,Pro-vaccine,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0,0,
1468237349494603785,The tweeter is replying to a tweet advocating for schools to remain open for the mental health of children and is connecting that to the restrictions on what unvaccinated individuals cannot do. They are saying that there is a double standard of people advocating for in-person learning for children for their well-being while simultaneously not allowing unvaccinated children to attend restaurants and movie theatres. The tweeter is saying these restrictions are causing damage to children and advocating restrictions for the unvaccinated be lifted. ,Anti-vaccine,0,0,0,0,0,1,0,0,0,0,0,0,0,Youth sports organizations,0,1,0,0,0,0,1,0,0,0,0,
1484014504136429568,"In response to a thread about food shortages in Ontario, the tweeter seems to promote a conspiracy theory titled the Great Reset. The tweet suggests that these food shortages highlight a government conspiracy to 'reset' the planet, through the COVID-19 pandemic and other means.",Anti-vaccine,1,1,0,0,0,1,0,0,0,1,0,0,0,"Food shortages due to trucker protests, government",0,1,0,0,0,0,1,0,0,0,0,trucker protests
1471475135093878785,"The tweet is quoting the CDC's definitions of natural immunity and vaccine induced immunity, implying that natural immunity is better than immunity through vaccines.",Anti-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,vaccines,0,0,1,0,0,0,0,0,0,0,0,
1465983323272998912,"The tweeter is questioning the safety of vaccines, as he is skeptical that people who are getting the vaccine, are now contracting COVID-19 as well.",Anti-vaccine,1,0,0,0,0,1,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,
1451647415472246784,This tweet is referring to the idea that pharmaceutical manufacturers are not responsible for any vaccine-related deaths and includes a video claiming that 40% of the people who are dying from COVID are completely vaccinated. The tweeter is pointing to the idea that if officials truly believed vaccines were safe and effective then they would take accountability when things go wrong. ,Anti-vaccine,1,1,1,0,0,0,0,0,0,0,0,0,0,Doctors,0,0,0,0,0,0,0,0,0,0,0,Accountability
1465684043156967431,This tweet is criticizing the decision for schools in India to open in-person before people under 18 are able to be vaccinated. The tweet is concerned for children's health and suggests the decision to re-open schools be reviewed.,Pro-vaccine,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,1,0,0,0,0,0,0,0,Remote learning
1465493837460037635,This tweet is replying to the Financial Times in a critical manner. The tweeter is accurately saying that 28% of South Africa is fully vaccinated.,Unsure about the vaccine,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,
1477044211472289792,"This tweet is highlighting data that older, unvaccinated people are more at risk to die from COVID than other demographics and is encouraging people to get vaccinated and get their booster as they are effective. ",Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1475578136519757832,"The tweeter is highlighting Joe Rogan's decision not to perform in Vancouver, due to vaccine mandates, and is encouraging other performers to do the same. In the video attached, Joe Rogan explains that he does not wish to get vaccinated, due to his antibodies.",Anti-vaccine,1,0,0,0,0,1,0,0,0,1,0,0,0,,0,1,1,0,0,0,1,0,0,0,0,
1474576664638091265,This tweeter is saying that all the doctors speaking out against vaccines are banned from speaking out because of Pfizer. It is part of a larger thread of this tweeter against another with this tweeter defending their stance against vaccines. ,Anti-vaccine,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,
1472792405858349056,"This tweet claims that higher vaccination rates are leading to higher rates of COVID cases and the tweeter is urging people to listen to ""science"" instead of ""Big Pharma"". This tweet is going against vaccine mandates citing a now-debunked article published in the European Journal of Epidemiology which said that vaccine rates were unrelated to COVID cases. The tweet goes on to inaccurately say that higher vaccination rates are associated with higher COVID-19 rates. ",Anti-vaccine,1,0,1,0,0,1,0,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,
1472002777240932353,This tweet is celebrating the announcement saying that Biden's vaccine mandate would be reinstated and speculates what the Supreme Court will do to try to thwart the vaccine mandates. ,Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,US Supreme Court,0,0,0,1,0,0,0,0,1,0,0,
1482525035373940736,"This tweeter criticizes those who are vaccinated, by calling them Fauci worshippers. It also justifies the use of myocarditis after vaccination by presenting a chart on incidents of negative reactions to the vaccine, that appears to be falsified.",Anti-vaccine,1,0,0,1,0,0,1,0,0,1,1,0,0,Dr. Fauci,0,0,0,0,0,1,0,0,0,0,0,
1471404335254818818,"This tweet criticizes those who receive the vaccine, stating that they are obnoxious and have a holier-than-thou attitude. The tweeter also criticizes how this attitude creates societal division, as he says that vaccinated individuals blame unvaccinated individuals for spreading COVID-19.",Anti-vaccine,1,0,0,0,0,1,0,0,0,0,0,0,0,Those who support vaccines,0,1,0,0,1,0,1,0,0,0,0,
1471824633817145348,"This tweet is part of a thread which comments on the global disparity in vaccine accessibility, stating that the gap in vaccination between countries is growing. It praises the effectiveness of vaccines against Omicron in countries like Germany and the U.S.",Pro-vaccine,0,0,0,0,0,0,0,0,0,1,0,0,0,global gap in vaccine accessibility,0,0,0,1,0,0,0,0,1,1,0,
1446453385012469769,"This tweet criticizes the white liberal response to Black athletes who are unwilling to get vaccinated, or who have taken a public stance against vaccination. It says that this is an example of white liberals silencing Black people.",Anti-vaccine,0,0,0,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,1,0,0,0,0,
1460517818521300996,"This tweet criticizes Boris Johnson's statement that getting vaccinated may help prevent winter holiday lockdowns. It suggests that alternative solutions to COVID-19, like early treatment, are effective while vaccination is not.",Anti-vaccine,1,1,0,0,0,1,0,0,0,1,0,0,1,Boris Johnson,0,0,1,0,0,1,1,0,0,0,0,
1477846703038509059,"This tweeter responds to a tweet criticizing vaccine mandates in the military. The tweeter, who says he is a veteran, states that unvaccinated soldiers would likely perish from COVID-19 and would cost taxpayers money. He notes that all individuals in the military are vaccinated for other diseases, and that this practice was never previously questioned.",Pro-vaccine,0,0,0,0,1,0,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,Vaccinating soldiers
1469305268022530054,"This tweet is part of a thread discussing vaccine mandates in Ontario legislature. The quote tweet attached is unavailable, but this tweet seems to argue that unvaccinated and vaccinated individuals should be able to interact, and that certain vaccine mandates should be dropped.",Anti-vaccine,1,0,0,1,0,1,0,0,0,0,0,0,1,,0,1,0,0,0,0,1,0,0,0,0,
1466423976993902595,"The tweet is replying to a series of tweets about the ineffectiveness of vaccines. The tweet is inaccurately saying that the risk of death for people under 40 always has been very low, vaccinated or not. ",Anti-vaccine,1,0,0,0,0,1,0,0,1,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,
1468432177335521283,The tweeter is saying they live in a state which is inundated with anti-vax rhetoric constantly but when their wife tried to get a vaccine they were all unavailable pointing to the idea that all the people loudly speaking out against vaccines were in fact still getting them.,Pro-vaccine,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,Vaccine availability
1477862614759731201,The tweeter is pointing to the parallels of waiting in line and showing identification to vote to getting a COVID vaccine and showing your proof of vaccination. They are advocating that if people will do these things for COVID reasons than they should also vote. ,Unsure about the vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,Voter ID Laws,0,0,0,0,0,0,0,0,0,0,0,
1443093222033543169,The tweeter is a doctor responding to the idea that asking for vaccination status would be an invasion of privacy but makes the connection to asking about domestic abuse and STI status which are not seen as an invasion of privacy and can directly improve treatment outcomes. They are advocating for more conversations about vaccines and change. ,Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,
1458865253039722500,The tweet is announcing a panel of experts who will be discussing how the effectiveness of the COVID vaccine could be used to investigate better vaccines as well as pneumonia research. ,Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1479416875956195332,The tweet is supporting a legal motion that granted an exemption to vaccine mandates to members of the military for religious reasons. They are making the point that the people defending freedom in a military sense need their freedom to choose whether or not to get vaccinated protected. ,Anti-vaccine,1,0,0,0,0,1,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,1,
1440701048650223623,The tweet is commenting on the announcement that Lithuania will be donating over 200 000 vaccines to Taiwan. The tweeter is thanking Lithuanian health officials and the prime minister. ,Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,
1467080065162747907,This tweet is encouraging individuals who are hesitant to get the vaccine to read an article from the Guardian about an incredibly healthy man who decided not to get the vaccine and ended up dying of COVID.  ,Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,Vaccine Hesitancy,0,0,0,1,0,0,0,0,0,0,0,
1450859402911576064,The tweet is criticising individuals who support the vaccine referring to them as 'vax nuts' and referring to the implementation of vaccine mandates and COVID restrictions as 'authoritarian'. ,Anti-vaccine,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,
1475850327702204418,This tweet is replying to one announcing that vaccines can be made locally all around the world and the tweeter is thanking the individuals who are making this possible as well as wishing for the speedy delivery of vaccines to those who need them. ,Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1442412831530360832,The tweeter is criticizing anti-vaxxers and calling into question their intelligence and saying that they are putting others in danger. The tweeter is calling them out for being afraid of the vaccine. ,Pro-vaccine,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,
1483418925157212161,This tweet is a reply to one from someone who said their daughter had contracted COVID as they lived in a largely unvaccinated county. This tweeter is expressing how she hopes their daughter got the vaccine and how frustrating it is when people are refusing to get vaccinated. ,Pro-vaccine,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1436412214286721025,"This tweet is presenting a graph showing the effectiveness of vaccines and how the vaccines were particularly effective at preventing hospitalizations among elderly individuals. It is urging people, particularly the elderly, using this data to get a booster shot. ",Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,
1475764311570239496,"The tweeter is saying that liberals, specifically President Biden, will try to blame so-called vaccine failures on Trump since he endorsed the vaccine. The tweet links to an article trying to poke holes in vaccine research pointing to 'survivorship bias' and 'natural immunity' as the things that are actually responsible for the vaccine trials and not actual effectiveness. ",Anti-vaccine,1,1,1,0,0,0,1,0,0,0,1,0,0,,0,1,1,0,0,0,0,1,0,0,0,
1457896777491812354,"This tweet is advocating for teachers not being allowed to ask the vaccination status of their students. They are saying this will lead to pressure from both other students and 'leftist' teachers to get vaccinated. They seem to suggest that teachers would encourage students to get vaccinated and then not tell the parents of the student who got vaccinated. They are claiming this currently happens with abortions, meaning schools will help students procure abortions without telling parents which the tweeter deems evil. ",Anti-vaccine,1,0,0,0,0,1,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,
1476001714952032259,The tweet is saying that both mainstream and progressive media have been presenting support for the COVID vaccine and claims mainstream media are not giving enough attention to any negative aspects of the vaccine and point to the death of Lisa Shaw. Shaw died from vaccine complications and the tweeter is saying they are not giving enough attention to their death. ,Anti-vaccine,1,0,0,0,0,0,0,1,1,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,Caution towards vaccines
1473248888790212612,This tweet is calling out Australian individuals who are advocating for COVID restrictions to be lifted stating that vaccines need to be available in every country and that it must be a global response. ,Pro-vaccine,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,1,0,
1463434752581640203,This tweet is linked to an AP article announcing that Germany is surpassing 100 000 deaths yet vaccine hesitancy remains. ,Unsure about the vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
1473331388925493259,"This tweet is replying to a Fox news article documenting the first omicron case in Sacramento. The tweeter is calling Fox 'liars' because according to them it is impossible to test for specific variants. The tweeter then goes on to accuse Fox News of promoting 'poison', what they refer to vaccines as, on behalf of Pfizer saying that vaccines are causing deaths, specifically in children. ",Anti-vaccine,1,0,1,0,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
1454599934234304512,This tweet is responding to one looking for stats on the number of people who have died from the COVID vaccine and the tweeter said there were 3 'confirmed' deaths. It is unclear what the quotation marks are insinuating. ,Unsure about the vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
1458056391206313984,This tweet is calling out the democratic governor of Illinois for not going against vaccine mandates claiming he has money on the line which is why he is supporting vaccines and tests. The tweeter says the governor is corrupt and a disgrace. ,Anti-vaccine,1,1,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,
1444472186383659019,This tweet is commenting on Biden's announcement to enforce vaccination among federal employees and the tweeter is saying they are in favour. ,Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1472607651603304457,This tweet from CBS is announcing that the military will begin to discharge individuals who refuse to get vaccinated. ,Unsure about the vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
1468571729907830788,This tweeter is saying that despite their company not requiring their employees to get vaccinated the clients they work for are which will inevitably lead to people losing their jobs. The tweet includes the #unvaxxed. ,Anti-vaccine,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,
1438590503872864265,This tweeter is pointing to the length of time it is taking American boxing promoter Oscar de la Hoya to recover from COVID as evidence that they don't work seeing as he was in peak physical condition and double vaccinated. The tweeter is instead promoting the alternative medicine Regeneron falsely stating that it was the reason that unvaccinated Joe Rogan was able to recover from COVID within 72 hours. ,Anti-vaccine,1,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,0,
